variable,label,unique_values,variable_type
ffcc_pof_c5,does the housing unit/center contain broken plaster or peeling paint over 1squar,3,unknown
ffcc_pof_c6,is inside of home/center dark,3,unknown
ffcc_pof_c7,is inside of home/center overcrowded,3,unknown
ffcc_pof_c8,are all visible rooms noticeably cluttered,3,unknown
ffcc_pof_c9,are all visible rooms dirty or not reasonably cleaned,3,unknown
ffcc_pof_c10,is inside environment unsafe for young children,3,unknown
ffcc_pof_c11,did you observe any child's artwork or photographs of household children o displ,3,unknown
ffcc_pof_c12,is this observation for a family-based provider or center,3,unknown
ffcc_pof_c13,does the house or apartment have at least 100 sq. feet of living space per perso,4,unknown
ffcc_pof_c14,how noisy is the house or apartment,5,unknown
ffcc_pof_c15,how much street noise comes into the house or apartment from the outside.,5,unknown
ffcc_pof_d1,provider had 2 conversations with child,3,unknown
ffcc_pof_d2,provider repsonded verbally to child's vocalizations,3,unknown
ffcc_pof_d3,provider told child the name of an object or person during visit,3,unknown
ffcc_pof_d4,provider uses correct grammer and pronunciation,3,unknown
ffcc_pof_d5,provider initiated verbal exchanges with visitor,3,unknown
ffcc_pof_d6,provider uses complex sentence structure and vocabulary,3,unknown
ffcc_pof_d7,provider spontaneously praised child at least twice,3,unknown
ffcc_pof_d8,provider's voice conveys positive feelings,3,unknown
ffcc_pof_d9,provider caressed or kissed child at least once,3,unknown
ffcc_pof_d10,provider helps child demonstrate some achievement during visit,3,unknown
ffcc_pof_d11,provider did not shout at child,3,unknown
ffcc_pof_d12,provider did not express annoyance with or hostility toward child,3,unknown
ffcc_pof_d13,provider neither slapped nor spanked child during the visit,3,unknown
ffcc_pof_d14,provider did not scold or criticize child during the visit,3,unknown
ffcc_pof_d15,provider did not interfere or restrict child,3,unknown
ffcc_pof_e1,during the entire visit how at ease did the focus provider appear,5,unknown
ffcc_pof_e2,during the entire visit how disruptive do you think your presence was,5,unknown
ffcc_pof_e3,during the entire visit how much did the focus child try to interact with you,5,unknown
ffcc_pof_e4,rate the overall positive relationship of the focus prodvider with the focus chi,5,unknown
ffcc_pof_e5,rate the adult-or child-centeredness of the care,5,unknown
ffcc_pof_e6,your overall impression of the child care,6,unknown
ffcc_centsurvey_a0,a0 respondent for this section is,1,continuous
ffcc_centsurvey_a1_a,a1_a children center serve - less than 12 mths,1,continuous
ffcc_centsurvey_a1_b,a1_b children center serve - 12-18 mths,1,continuous
ffcc_centsurvey_a1_c,a1_c children center serve - 19-23 mths,1,continuous
ffcc_centsurvey_a1_d,a1_d children center serve - 2 yrs,1,continuous
ffcc_centsurvey_a1_e,a1_e children center serve - 3 yrs,1,continuous
ffcc_centsurvey_a1_f,a1_f children center serve - 4 yrs,1,continuous
ffcc_centsurvey_a1_g,a1_g children center serve - 5 yrs,1,continuous
ffcc_centsurvey_a1_h,a1_h children center serve - 6 yrs and older,1,continuous
ffcc_centsurvey_a1_i,a1_i interview total,1,continuous
ffcc_centsurvey_a1_j,a1_j center serves total in a1i children,1,continuous
ffcc_centsurvey_a2,a2 how many classrooms are in center,1,categorical
ffcc_centsurvey_a3,a3 how many lead/head teachers on payroll,1,categorical
ffcc_centsurvey_a3_a,a3_a total lead/head teachers left center in past 12 mths,1,continuous
ffcc_centsurvey_a3_b,a3_b how many have been replaced,1,continuous
ffcc_centsurvey_a3_b1,a3_b1 how felt qualifications of replacement,1,continuous
ffcc_centsurvey_a4,a4 how many assistant teachers are on payroll,1,categorical
ffcc_centsurvey_a4_a,a4_a assistant teachers have left center in past 12 mths,1,continuous
ffcc_centsurvey_a4_b,a4_b how many have been replaced,1,continuous
ffcc_centsurvey_a5_ah,a5_ah what time does center open - hours,1,continuous
ffcc_centsurvey_a5_am,a5_am what time does center open - minutes,1,continuous
ffcc_centsurvey_a5_aampm,a5_aampm what time does center open - am or pm,1,continuous
ffcc_centsurvey_a5_bh,a5_bh what time does center close - hours,1,continuous
ffcc_centsurvey_a5_bm,a5_bh what time does center close - minutes,1,continuous
ffcc_centsurvey_a5_bampm,a5_bampm what time does center close - am or pm,1,continuous
ffcc_centsurvey_a5_c,a5_c open on weekends,1,continuous
ffcc_centsurvey_a6_y,a6_y how long has center been in operation - years,1,continuous
ffcc_centsurvey_a6_m,a6_m how long has center been in operation - months,1,continuous
ffcc_centsurvey_a7,a7 how many weeks is center closed during the year,1,categorical
ffcc_centsurvey_a8,a8 type of building center located,1,categorical
ffcc_centsurvey_a9,a9 center non-profit or for-profit,1,categorical
ffcc_centsurvey_a10,a10 center sponsored by/affiliated with any organizations or schools,1,categorical
ffcc_centsurvey_a10a_1,a10a_1 what organization or types of schools - head start,1,continuous
ffcc_centsurvey_a10a_2,a10a_2 social service organization/agency,1,continuous
ffcc_centsurvey_a10a_3,a10a_3 church or religious group,1,continuous
ffcc_centsurvey_a10a_4,a10a_4 public school/board of education,1,continuous
ffcc_centsurvey_a10a_5,a10a_5 religious private school,1,continuous
ffcc_centsurvey_a10a_6,a10a_6 nonreligious private school,1,continuous
ffcc_centsurvey_a10a_7,a10a_7 college or university,1,continuous
ffcc_centsurvey_a10a_8,a10a_8 private company or individual,1,continuous
ffcc_centsurvey_a10a_9,a10a_9 non-government community organization,1,continuous
ffcc_centsurvey_a10a_10,a10a_10 state or local government,1,continuous
ffcc_centsurvey_a10a_11,a10a_11other organization,1,continuous
ffcc_centsurvey_a11,a11 center accredited by naeyc,1,categorical
ffcc_centsurvey_a11_a,a11_a currently pursuing naeyc accreditation,1,continuous
ffcc_centsurvey_a11_b,a11_b accredited by a non-naeyc organization,1,continuous
ffcc_centsurvey_a12,a12 do teachers get a chance to hold planning meetings,1,categorical
ffcc_centsurvey_a12_a,a12_a how often,1,continuous
ffcc_centsurvey_a12_a1,a12_a1 is that per,1,continuous
ffcc_centsurvey_a13,a13 does center have in-service trainings for staff,1,categorical
ffcc_centsurvey_a13_a,a13_a how many times per year,1,continuous
ffcc_centsurvey_a14,a14 does center provide staff w/written evaluations of performances,1,categorical
ffcc_centsurvey_a14_a,a14_a how many times per year,1,continuous
ffcc_centsurvey_a15_a,a15_a who provides substitute care if teacher is absent  - regular substitutes,1,continuous
ffcc_centsurvey_a15_b,a15_b who provides substitute care if teacher is absent  - administrative staff,1,continuous
ffcc_centsurvey_a15_c,a15_c who provides substitute care if teacher is absent  - some other people,1,continuous
ffcc_centsurvey_a15_coth,a15_coth who provides substitute care if teacher is absent-other specify,1,continuous
ffcc_centsurvey_a16,a16 does center offer health benefits to full time teachers,1,continuous
ffcc_centsurvey_a16_a,a16_a the full cost of the premiums paid by the center,1,continuous
ffcc_centsurvey_a16_b,a16_b is coverage for family members available,1,continuous
ffcc_centsurvey_a16_c,a16_c is the full cost of premiums for family members paid by the center,1,continuous
ffcc_centsurvey_a17_a,a17_a benefits offer full time teachers -reduced child care fees parent employee,1,continuous
ffcc_centsurvey_a17_b,a17_b benefits offer full time teachers -paid maternity and/or paternity leave,1,continuous
ffcc_centsurvey_a17_c,a17_c benefits offer full time teachers  -retirement or pension plan,1,continuous
ffcc_centsurvey_a17_d,a17_d benefits offer full time teachers -cover fees for workshops or conf,1,continuous
ffcc_centsurvey_a17_e,a17_e benefits offer full time teachers -paid sick days,1,continuous
ffcc_centsurvey_a17_f,a17_f benefits offer full time teachers - paid holidays,1,continuous
ffcc_centsurvey_a17_g,a17_g benefits offer full time teachers -paid vacations/personal days,1,continuous
ffcc_centsurvey_a18_a,a18_a paid time for off-site training/workshops,1,continuous
ffcc_centsurvey_a18_b,a18_b periodic cost of living increase in wages,1,continuous
ffcc_centsurvey_a18_c,a18_c periodic merit increase in wages,1,continuous
ffcc_centsurvey_a18_d,a18_d compensation - either financial or time off - for overtime,1,continuous
ffcc_centsurvey_a19,a19 amount charged for full-time care of child ,1,continuous
ffcc_centsurvey_a19_a,a19_a is that per,1,continuous
ffcc_centsurvey_a19_b,a19_b just need a range,1,continuous
ffcc_centsurvey_a20,a20 charge families different fees based upon family income,1,continuous
ffcc_centsurvey_a21,a21 center provide discounts or scholarships for your enrolled children,1,continuous
ffcc_centsurvey_a21_a,a21_a how many children currently receive discounts/scholarships,1,continuous
ffcc_centsurvey_a21_b,a21_b does child receive any of these discounts/scholarships,1,continuous
ffcc_centsurvey_a22,a22 do any children in program have tuition paid fully or part by government sup,1,continuous
ffcc_centsurvey_a23,a23 any part of child care paid by government support,1,continuous
ffcc_centsurvey_a23_a,"a23_a what local,state,or federal programs provide these funds",1,continuous
ffcc_centsurvey_a23_b,a23_b how much does that program/these programs pay for child's care,1,continuous
ffcc_centsurvey_a23_b1,a23_b1 is that per,1,continuous
ffcc_centsurvey_a23_c,a23_c how much is paid by program/these programs?,1,continuous
ffcc_centsurvey_a24,a24 could center continue to operate if didn't serve subsidized children?,1,continuous
ffcc_centsurvey_a24_a,a24_a would you like to serve more subsidized children,1,continuous
ffcc_centsurvey_a25_a,a25_a records -immunization and other health information,1,continuous
ffcc_centsurvey_a25_b,a25_b records -emergency contact information,1,continuous
ffcc_centsurvey_a25_c,a25_c records -written permission to get medical care in emergency,1,continuous
ffcc_centsurvey_a25_d,a25_d records -phone numbers for doctors,1,continuous
ffcc_centsurvey_a25_e,a25_e records -information on health problems/allergies or hyperactivity,1,continuous
ffcc_centsurvey_a25_f,a25_f records -written permission to give medicine,1,continuous
ffcc_centsurvey_a26,a26 rules about attendance when a child is sick,1,continuous
ffcc_centsurvey_a26_0,a26_0 how you let parent know of rules - don't inform parents,1,continuous
ffcc_centsurvey_a26_1,a26_1 how you let parent know of rules - written policy/handbook,1,continuous
ffcc_centsurvey_a26_2,a26_2 how you let parent know of rules - discuss during enrollment,1,continuous
ffcc_centsurvey_a26_3,a26_3 how you let parent know of rules - discuss at parent meeting,1,continuous
ffcc_centsurvey_a26_4,a26_4 how you let parent know of rules - post information in classroom,1,continuous
ffcc_centsurvey_a26_9,a26_9 how you let parent know of rules - other,1,continuous
ffcc_centsurvey_a26_9oth,a26_9oth how you let parents know of rules - other specify,1,continuous
ffcc_centsurvey_a27_0,a27_0 inform other parents of infectious disease - nothing,1,continuous
ffcc_centsurvey_a27_1,a26_1 inform other parents of infectious disease - send notes home,1,continuous
ffcc_centsurvey_a27_2,a26_2 inform other parents of infectious disease - call parents,1,continuous
ffcc_centsurvey_a27_3,a26_3 inform other parents of infectious disease - post information in classroom,1,continuous
ffcc_centsurvey_a27_9,a26_9 inform other parents of infectious disease - other,1,continuous
ffcc_centsurvey_a27_9oth,a26_90th inform other parents of infectious disease - other specify,1,continuous
ffcc_centsurvey_a28_0,a28_0 policy if child abuse is suspected - no policy,1,continuous
ffcc_centsurvey_a28_1,a28_1 policy if child abuse is suspected - contact center director,1,continuous
ffcc_centsurvey_a28_2,a28_2 policy if child abuse is suspected - contact specialist,1,continuous
ffcc_centsurvey_a28_3,a28_3 policy if child abuse is suspected - contact child welfare agency,1,continuous
ffcc_centsurvey_a28_4,a28_4 policy if child abuse is suspected - contact police,1,continuous
ffcc_centsurvey_a28_5,a28_5 policy if child abuse is suspected - contact other authorities,1,continuous
ffcc_centsurvey_a28_6,a28_6 policy if child abuse is suspected - center staff cannot treat on own,1,continuous
ffcc_centsurvey_a28_8,a28_8 policy if child abuse is suspected - confront or talk to parent's,1,continuous
ffcc_centsurvey_a28_9,a28_9 policy if child abuse is suspected - other,1,continuous
ffcc_centsurvey_a28_9oth,a28_9oth policy if child abuse is suspected - other specify,1,continuous
ffcc_centsurvey_a29,a29 percentage of regular stuff with cpr training on children,1,continuous
ffcc_centsurvey_a29_a,a29_a first aid training,1,continuous
ffcc_centsurvey_a30,a30 how often teachers required to have physical exams,1,continuous
ffcc_centsurvey_a31,a31 what about tb tests,1,continuous
ffcc_centsurvey_a32,a32 has center passed a fire inspection,1,continuous
ffcc_centsurvey_a33,a33 how many children have special needs,1,continuous
ffcc_centsurvey_a33a_1,a33a_1 what special needs children at center have - cerebral palsy,1,continuous
ffcc_centsurvey_a33a_2,a33a_2 what special needs children at center have - spina bifida,1,continuous
ffcc_centsurvey_a33a_3,a33a_3 what special needs children at center have - deafness,1,continuous
ffcc_centsurvey_a33a_4,a33a_4 what special needs children at center have - blindness,1,continuous
ffcc_centsurvey_a33a_5,a33a_5 what special needs children at center have - mental retardation,1,continuous
ffcc_centsurvey_a33a_6,a33a_6 what special needs children at center have - motor delays,1,continuous
ffcc_centsurvey_a33a_7,a33a_7 what special needs children at center have - language problems,1,continuous
ffcc_centsurvey_a33a_8,a33a_8 what special needs children at center have - emotional problems,1,continuous
ffcc_centsurvey_a33a_9,a33a_9 what special needs children at center have - autism,1,continuous
ffcc_centsurvey_a33a_10,a33a_10 what special needs children at center have - severe asthma,1,continuous
ffcc_centsurvey_a33a_11,a33a_11 what special needs children at center have - diabetes,1,continuous
ffcc_centsurvey_a33a_12,a33a_12 what special needs children at center have - add,1,continuous
ffcc_centsurvey_a33a_13,a33a_13 what special needs children at center have - adhd,1,continuous
ffcc_centsurvey_a33a_14,a33a_14 what special needs children at center have - other,1,continuous
ffcc_centsurvey_a33a_14o,a33a_14o what special needs children at center have - other specify,1,continuous
ffcc_centsurvey_a33_b,a33_b teaching staff sufficiently trained to meet needs of these children,1,continuous
ffcc_centsurvey_a34,a34 neighborhood compares with most neighborhoods in city,1,continuous
ffcc_centsurvey_a35,a35 have you heard gunshots in neighborhood in last year,1,continuous
ffcc_centsurvey_a35_a,a35_a how often you heard gunshots in last year,1,continuous
ffcc_centsurvey_a36_a,a36_a neighborhood act - spray-painting graffiti,1,continuous
ffcc_centsurvey_a36_b,a36_b neighborhood act - being beaten or threatened,1,continuous
ffcc_centsurvey_a36_c,a36_c neighborhood act - showing disrespect to an adult,1,continuous
ffcc_centsurvey_a36_d,a36_d neighborhood act - budget cuts fire station closest closing dow,1,continuous
ffcc_centsurvey_b1_mo,b1_mo when child first start at center - month,1,continuous
ffcc_centsurvey_b1_yr,b1_yr when child first start at center - year,6,unknown
